gene,population,frequency
menE,a4,NA
truA,a4,NA
oxc,a4,NA
xseA,a4,NA
hisS,a4,NA
yfhM,a4,NA
hypF,a4,NA
cysJ,a4,NA
ygcW,a4,NA
barA,a4,NA
ssnA,a4,NA
lysS,a4,NA
metK,a4,NA
qseB,a4,NA
ribB,a4,NA
ttdB,a4,NA
nusA,a4,NA
mlaD,a4,NA
yhcD,a4,NA
fis,a4,NA
smf,a4,2
fmt,a4,NA
frlA,a4,NA
frlR,a4,NA
malP,a4,NA
yicC,a4,NA
yicT,a4,NA
yieL,a4,NA
bglH,a4,NA
bglF,a4,NA
wzzE,a4,NA
leuT,a4,NA
glmZ,a4,NA
yiiG,a4,NA
cpxA,a4,NA
yijO,a4,NA
argE,a4,NA
nrfE,a4,NA
fimH,a4,NA
mcrB,a4,NA
dnaJ,a4,NA
caiF,a4,NA
polB,a4,NA
lpd,a4,NA
dxr,a4,NA
rrlH,a4,NA
cynS,a4,NA
glxK,a4,NA
ybcM,a4,NA
gltI,a4,NA
miaB,a4,NA
nagA,a4,NA
tolB,a4,NA
modB,a4,NA
uvrB,a4,NA
yccS,a4,NA
helD,a4,NA
etk,a4,NA
insB1,a4,NA
cbpA,a4,NA
pgaB,a4,NA
pyrC,a4,NA
ldtC,a4,NA
lolE,a4,NA
trpE,a4,NA
ycjP,a4,NA
ycjS,a4,NA
insH1,a4,NA
yddA,a4,NA
ydfG,a4,NA
tfaQ,a4,NA
folM,a4,NA
uidB,a4,NA
ydiP,a4,NA
ydjA,a4,NA
dmlR,a4,NA
nudL,a4,NA
rlmA,a4,NA
mepM,a4,NA
torY,a4,NA
yeeL,a4,NA
glf,a4,NA
wcaK,a4,NA
mdtB,a4,NA
yehC,a4,NA
yehQ,a4,NA
preT,a4,NA
dsdA,a4,NA
lpxP,a4,NA
yfeX,a4,NA
aegA,a4,NA
bcp,a4,NA
purM,a4,NA
pbpC,a4,NA
yphG,a4,NA
trmD,a4,NA
ypjA,a4,NA
ygaQ,a4,NA
mutS,a4,NA
fucK,a4,NA
galR,a4,NA
metK,a4,NA
parE,a4,NA
ygjK,a4,NA
sstT,a4,NA
tdcD,a4,NA
mtr,a4,NA
fis,a4,NA
gspA,a4,NA
glpD,a4,NA
dctA,a4,NA
eptB,a4,NA
uhpC,a4,NA
kup,a4,NA
rrfA,a4,NA
rpoC,a4,NA
yjbB,a4,NA
zur,a4,NA
yjcE,a4,NA
yjcO,a4,NA
dcuA,a4,NA
epmA,a4,NA
ulaG,a4,NA
ulaC,a4,NA
tsr,a4,NA
yjjQ,a4,NA
kefC,a4,NA
hofB,a4,NA
rrlH,a4,NA
ybcH,a4,NA
purU,a4,NA
trpD,a4,NA
ynaE,a4,NA
cmoA,a4,NA
argS,a4,NA
plaP,a4,NA
mdtC,a4,NA
ccmA,a4,NA
yfaA,a4,NA
nuoF,a4,NA
yfcI,a4,NA
norV,a4,NA
fhlA,a4,NA
ygdH,a4,NA
ygeA,a4,NA
argP,a4,NA
ftsP,a4,NA
ttdR,a4,NA
smf,a4,NA
gspD,a4,NA
yhfK,a4,NA
gntK,a4,NA
rbsA,a4,NA
folA,a4,NA
htrE,a4,NA
ddlA,a4,NA
phoB,a4,NA
fepC,a4,NA
tatE,a4,NA
pflB,a4,NA
yccF,a4,NA
torC,a4,NA
pgaA,a4,NA
narJ,a4,NA
yncE,a4,NA
ydgI,a4,NA
ydiF,a4,NA
fliI,a4,NA
yedI,a4,NA
hiuH,a4,NA
yegE,a4,NA
ung,a4,NA
kgtP,a4,NA
yqiG,a4,NA
plsY,a4,NA
nusA,a4,NA
dcuD,a4,NA
fis,a4,NA
rpsD,a4,NA
gspA,a4,NA
crp,a4,NA
nirB,a4,NA
yhfT,a4,NA
xylG,a4,NA
malS,a4,NA
yiaY,a4,NA
waaL,a4,NA
bglG,a4,NA
yifK,a4,NA
fdoG,a4,NA
hupA,a4,NA
yjiN,a4,NA
folA,a4,NA
pepD,a4,NA
ykfC,a4,NA
sbcC,a4,NA
nfrA,a4,NA
entA,a4,NA
gfcD,a4,NA
purB,a4,NA
icd,a4,NA
recE,a4,NA
tynA,a4,NA
pykF,a4,NA
purT,a4,NA
amn,a4,NA
eutD,a4,NA
yfhM,a4,NA
ung,a4,NA
rpoS,a4,NA
cysN,a4,NA
bglA,a4,NA
uxaA,a4,NA
agaR,a4,NA
rpsO,a4,NA
pabA,a4,NA
selB,a4,NA
purA,a4,NA
fimB,a4,NA
rihC,a4,NA
folA,a4,NA
cra,a4,NA
ybhN,a4,NA
pqiA,a4,NA
yciB,a4,NA
ycjF,a4,NA
yneO,a4,NA
ydfE,a4,NA
yedQ,a4,NA
gyrA,a4,NA
ygcS,a4,NA
ygjR,a4,NA
fis,a4,NA
crp,a4,NA
pstA,a4,NA
rpoC,a4,NA
fecB,a4,NA
ettA,a4,NA
ykgF,a4,NA
betA,a4,NA
cynT,a4,NA
cyoA,a4,NA
ybaE,a4,NA
gsk,a4,NA
cstA,a4,NA
ftsK,a4,NA
mukF,a4,NA
putA,a4,NA
csgD,a4,NA
flgJ,a4,NA
nagK,a4,NA
stfP,a4,NA
ycgV,a4,NA
adhE,a4,NA
ydcU,a4,NA
yneO,a4,NA
ynfB,a4,NA
ynfE,a4,NA
rsxC,a4,NA
dmlR,a4,NA
yecM,a4,NA
yedA,a4,NA
yeeE,a4,NA
yehM,a4,NA
ypfH,a4,NA
uraA,a4,NA
relA,a4,NA
fucA,a4,NA
gcvP,a4,NA
sslE,a4,NA
sstT,a4,NA
pnp,a4,NA
yhfU,a4,NA
glgC,a4,NA
livJ,a4,NA
yhhI,a4,NA
yhjE,a4,NA
rph,a4,NA
wecG,a4,NA
metF,a4,NA
malM,a4,NA
tsr,a4,NA
cpxA,a4,NA
folA,a4,NA
rapA,a4,NA
gcd,a4,NA
bamA,a4,NA
yagA,a4,NA
yaiW,a4,NA
mak,a4,NA
malZ,a4,NA
dxs,a4,NA
nfrA,a4,NA
ybgI,a4,NA
ybhD,a4,NA
cydC,a4,NA
yccS,a4,NA
serX,a4,NA
csgD,a4,NA
yceI,a4,NA
solA,a4,NA
ispE,a4,NA
clsA,a4,NA
insH1,a4,NA
hrpA,a4,NA
yneO,a4,NA
lsrD,a4,NA
ydfG,a4,NA
ynfG,a4,NA
yoaD,a4,NA
fliK,a4,NA
cbeA,a4,NA
yegE,a4,NA
yegD,a4,NA
yeiG,a4,NA
ompC,a4,NA
yfaY,a4,NA
yfbT,a4,NA
focB,a4,NA
glrR,a4,NA
proX,a4,NA
parC,a4,NA
tolC,a4,NA
gltB,a4,NA
gltF,a4,NA
zntR,a4,NA
viaA,a4,NA
kup,a4,NA
rpoC,a4,NA
nrfD,a4,NA
folA,a4,NA
mrcB,a4,NA
yahC,a4,NA
frmR,a4,NA
allS,a4,NA
fepC,a4,NA
dcuC,a4,NA
ybhL,a4,NA
yliI,a4,NA
rcdA,a4,NA
ybjD,a4,NA
yccS,a4,NA
yccU,a4,NA
rutD,a4,NA
ycjT,a4,NA
ydaV,a4,NA
ydbA,a4,NA
ynfH,a4,NA
folM,a4,NA
sufB,a4,NA
astD,a4,NA
yoaA,a4,NA
torY,a4,NA
yohJ,a4,NA
preT,a4,NA
fruA,a4,NA
fruK,a4,NA
yfaL,a4,NA
inaA,a4,NA
pdxB,a4,NA
yfcU,a4,NA
evgS,a4,NA
eutH,a4,NA
glrR,a4,NA
pssA,a4,NA
yfjS,a4,NA
sslE,a4,NA
yhcO,a4,NA
aaeR,a4,NA
fis,a4,NA
frlC,a4,NA
pitA,a4,NA
slp,a4,NA
yhjA,a4,NA
yhjV,a4,NA
asnA,a4,NA
cyaA,a4,NA
hslU,a4,NA
rpoB,a4,NA
yjgL,a4,NA
sgcQ,a4,NA
folA,a4,NA
ilvH,a4,NA
lpxH,a4,NA
gltA,a4,NA
modF,a4,NA
yliI,a4,NA
pflB,a4,NA
ycdY,a4,NA
minC,a4,NA
ydaT,a4,NA
ydcT,a4,NA
folM,a4,NA
topB,a4,NA
sdaA,a4,NA
prc,a4,NA
purT,a4,NA
nupC,a4,NA
trmJ,a4,NA
scpC,a4,NA
parE,a4,NA
rhsB,a4,NA
glyQ,a4,NA
sgbH,a4,NA
rph,a4,NA
ibpB,a4,NA
metL,a4,NA
rpoC,a4,NA
rpiB,a4,NA
aspA,a4,NA
rnr,a4,NA
leuV,a4,NA
folA,a4,NA
aceF,a4,NA
btuF,a4,NA
yafE,a4,NA
yafJ,a4,NA
iraP,a4,NA
sbcD,a4,NA
queA,a4,NA
fepD,a4,NA
potE,a4,NA
potE,a4,NA
ybhG,a4,NA
ycaI,a4,NA
agp,a4,NA
puuB,a4,NA
tynA,a4,NA
yneO,a4,NA
ydgC,a4,NA
uidA,a4,NA
malI,a4,NA
ydhP,a4,NA
ydhC,a4,NA
yoaE,a4,NA
htpX,a4,NA
sbcB,a4,NA
wzxB,a4,NA
gatZ,a4,NA
mdtQ,a4,NA
lysP,a4,NA
yeiP,a4,NA
folC,a4,NA
evgS,a4,NA
yfeS,a4,NA
hyfR,a4,NA
ypjA,a4,NA
gltB,a4,NA
mreB,a4,NA
yheU,a4,NA
glgA,a4,NA
glyS,a4,NA
ilvN,a4,NA
yihO,a4,NA
frwA,a4,NA
rpoB,a4,NA
rpoC,a4,NA
yjbQ,a4,NA
crfC,a4,NA
queG,a4,NA
ryhB,a4,NA
hemX,a4,NA
yihF,a4,NA
nrfD,a4,NA
dnaK,a4,NA
aroP,a4,NA
dxr,a4,NA
yafO,a4,NA
yagK,a4,NA
rclR,a4,NA
betT,a4,NA
yaiT,a4,NA
pgpA,a4,NA
allC,a4,NA
glnS,a4,NA
speF,a4,NA
kdpD,a4,NA
abrB,a4,NA
ybjS,a4,NA
torC,a4,NA
lolC,a4,NA
dhaK,a4,NA
narK,a4,NA
adhE,a4,NA
ydcN,a4,NA
yneO,a4,NA
yneJ,a4,NA
uidC,a4,NA
pykF,a4,NA
sufB,a4,NA
yeaJ,a4,NA
aspS,a4,NA
cheR,a4,NA
cheA,a4,NA
mdtC,a4,NA
pta,a4,NA
aegA,a4,NA
guaA,a4,NA
rlmN,a4,NA
iscX,a4,NA
purL,a4,NA
norV,a4,NA
ygbT,a4,NA
ygiQ,a4,NA
yqiG,a4,NA
patA,a4,NA
prkB,a4,NA
glpG,a4,NA
glgC,a4,NA
atpD,a4,NA
viaA,a4,NA
ubiB,a4,NA
pfkA,a4,NA
birA,a4,NA
rpoB,a4,NA
zraR,a4,NA
treB,a4,NA
yjgX,a4,NA
insO,a4,NA
cra,a4,NA
mhpC,a4,NA
frmR,a4,NA
citE,a4,NA
torS,a4,NA
efeU,a4,NA
rne,a4,NA
trpC,a4,NA
tam,a4,NA
ydfI,a4,NA
uidA,a4,NA
ydjG,a4,NA
yebT,a4,NA
gatY,a4,NA
yfaS,a4,NA
folX,a4,NA
narQ,a4,NA
hisS,a4,NA
yfhM,a4,NA
yphH,a4,NA
glrR,a4,NA
yfjI,a4,NA
yraQ,a4,NA
yidL,a4,NA
glmS,a4,NA
yjbB,a4,NA
rnr,a4,NA
aidB,a4,NA
nrdD,a4,NA
yjgL,a4,NA
fhuF,a4,NA
gmhB,a4,NA
frsA,a4,NA
yagF,a4,NA
betB,a4,NA
sbcC,a4,NA
htpG,a4,NA
ybgS,a4,NA
serC,a4,NA
pepT,a4,NA
oppB,a4,NA
ydcK,a4,NA
intQ,a4,NA
ynfG,a4,NA
fumC,a4,NA
lhr,a4,NA
mdtK,a4,NA
pykF,a4,NA
prc,a4,NA
micF,a4,NA
tktB,a4,NA
yfhM,a4,NA
alaS,a4,NA
cysH,a4,NA
sdaB,a4,NA
recC,a4,NA
scpA,a4,NA
fadH,a4,NA
aaeB,a4,NA
malQ,a4,NA
uhpA,a4,NA
rbsR,a4,NA
wzzE,a4,NA
yifK,a4,NA
rhtC,a4,NA
trkH,a4,NA
nrfC,a4,NA
yjiV,a4,NA
yjiY,a4,NA
rluA,a4,NA
lpxB,a4,NA
frsA,a4,NA
mdlA,a4,NA
peaD,a4,NA
citX,a4,NA
nagB,a4,NA
glnS,a4,NA
rhsC,a4,NA
rhsC,a4,NA
rhsC,a4,NA
mngA,a4,NA
ybjL,a4,NA
ybjQ,a4,NA
ycbF,a4,NA
ycgL,a4,NA
ycgB,a4,NA
dadX,a4,NA
dhaM,a4,NA
puuA,a4,NA
ycjO,a4,NA
yneO,a4,NA
sufS,a4,NA
ptrB,a4,NA
yohD,a4,NA
yejH,a4,NA
purF,a4,NA
bamB,a4,NA
hycE,a4,NA
amiC,a4,NA
xdhB,a4,NA
zntR,a4,NA
rpmC,a4,NA
rpsC,a4,NA
nirD,a4,NA
gor,a4,NA
dnaN,a4,NA
leuV,a4,NA
ybcK,a4,NA
uvrB,a4,NA
ssuC,a4,NA
gfcB,a4,NA
yneK,a4,NA
tar,a4,NA
yegK,a4,NA
yfbV,a4,NA
yfdC,a4,NA
emrY,a4,NA
cysZ,a4,NA
hcaD,a4,NA
exuR,a4,NA
rpsL,a4,NA
gph,a4,NA
hofM,a4,NA
rffG,a4,NA
cpxR,a4,NA
nnr,a4,NA
focA,a4,NA
ycbF,a4,NA
yccS,a4,NA
paaJ,a4,NA
lsrD,a4,NA
hdhA,a4,NA
rsxC,a4,NA
amn,a4,NA
hisC,a4,NA
ccmF,a4,NA
rcsC,a4,NA
yfcU,a4,NA
yfeR,a4,NA
mutS,a4,NA
mutS,a4,NA
mutS,a4,NA
xdhA,a4,NA
tktA,a4,NA
kbaY,a4,NA
rbsA,a4,NA
phnG,a4,NA
ytfT,a4,NA
hsdR,a4,NA
polB,a4,NA
mraY,a4,NA
secM,a4,NA
aceF,a4,NA
yagH,a4,NA
prpD,a4,NA
queA,a4,NA
ppiD,a4,NA
acrB,a4,NA
cusC,a4,NA
kdpD,a4,NA
abrB,a4,NA
ybgQ,a4,NA
dinG,a4,NA
iaaA,a4,NA
dmsB,a4,NA
fabD,a4,NA
narI,a4,NA
pgpB,a4,NA
insH1,a4,NA
stfR,a4,NA
yeaG,a4,NA
cutC,a4,NA
alkB,a4,NA
atoE,a4,NA
nuoE,a4,NA
nuoC,a4,NA
folX,a4,NA
cvpA,a4,NA
yfcU,a4,NA
yfeN,a4,NA
eutB,a4,NA
hisS,a4,NA
ypjI,a4,NA
hypD,a4,NA
fhlA,a4,NA
mutS,a4,NA
ygcB,a4,NA
tcdA,a4,NA
xanQ,a4,NA
bglA,a4,NA
yqgE,a4,NA
yghX,a4,NA
ftsP,a4,NA
prkB,a4,NA
php,a4,NA
yhjK,a4,NA
xylB,a4,NA
waaB,a4,NA
atpI,a4,NA
rrlC,a4,NA
cyaA,a4,NA
fdoG,a4,NA
sodA,a4,NA
eptC,a4,NA
fecA,a4,NA
opgB,a4,NA
yjjI,a4,NA
rne,a4,NA
rzpRrzoR,a4,NA
rzpRrzoR,a4,NA
rfbD,a4,NA
arnT,a4,NA
arnF,a4,NA
murE,a4,NA
rrfH,a4,NA
insN,a4,NA
yagA,a4,NA
ybiT,a4,NA
ybiT,a4,NA
amiD,a4,NA
yceI,a4,NA
rluC,a4,NA
yncE,a4,NA
yehA,a4,NA
ompR,a4,NA
glgX,a4,NA
frsA,a4,NA
yagG,a4,NA
yagJ,a4,NA
mhpC,a4,NA
cyoE,a4,NA
potE,a4,NA
glnQ,a4,NA
asnS,a4,NA
ydiS,a4,NA
wbbK,a4,NA
ppk,a4,NA
yfgJ,a4,NA
csrD,a4,NA
gspE,a4,NA
yhgF,a4,NA
yiaK,a4,NA
viaA,a4,NA
yihQ,a4,NA
yihQ,a4,NA
arpA,a4,NA
lysU,a4,NA
yjgH,a4,NA
yjjI,a4,NA
crl,a5,NA
mhpR,a5,NA
rpoB,a5,NA
yfiH,a5,NA
leuT,a5,NA
yneO,a5,NA
rsxC,a5,NA
mtr,a5,NA
rpoC,a5,NA
rsxC,a5,NA
rsxC,a5,NA
leuP,a5,NA
thrA,a5,NA
yaaJ,a5,2
yaaW,a5,NA
dnaJ,a5,2
carA,a5,NA
carB,a5,NA
caiB,a5,2
kefFkefC,a5,NA
folA,a5,NA
pdxA,a5,2
surA,a5,2
araD,a5,2
yabI,a5,NA
thiQ,a5,NA
thiB,a5,2
ilvI,a5,NA
ftsI,a5,NA
ftsI,a5,NA
murFmraY,a5,2
mraY,a5,NA
ftsW,a5,NA
ftsA,a5,2
secA,a5,NA
mutT,a5,2
hofC,a5,2
nadC,a5,2
pdhR,a5,NA
aceF,a5,NA
acnB,a5,NA
yadC,a5,2
yadL,a5,NA
yadV,a5,NA
sfsA,a5,NA
hrpB,a5,NA
fhuA,a5,2
fhuA,a5,2
clcA,a5,NA
btuF,a5,2
cdaR,a5,2
cdaR,a5,NA
cdaR,a5,NA
yaeI,a5,2
rpsB,a5,NA
bamA,a5,NA
dnaE,a5,NA
dnaE,a5,NA
tsaA,a5,2
metQ,a5,2
yafF,a5,2
fadE,a5,NA
dinJ,a5,2
yafL,a5,2
pepD,a5,2
proA,a5,2
ykfA,a5,NA
insI1,a5,2
yagA,a5,NA
yagF,a5,2
yagH,a5,2
insA,a5,NA
paoC,a5,NA
ecpE,a5,NA
ecpB,a5,NA
ykgL,a5,2
insF1,a5,NA
yahE,a5,2
yahL,a5,2
yahL,a5,2
yahM,a5,NA
prpE,a5,2
cynR,a5,NA
mhpC,a5,NA
mhpF,a5,NA
frmR,a5,2
insD1,a5,2
yaiP,a5,2
yaiS,a5,2
tauA,a5,2
insF1,a5,NA
yaiT,a5,NA
iraP,a5,2
araJ,a5,NA
proY,a5,NA
secD,a5,NA
pgpA,a5,2
yajL,a5,2
yajLpanE,a5,2
yajQ,a5,NA
cyoA,a5,NA
lon,a5,2
ybaO,a5,2
mdlA,a5,2
mdlAmdlB,a5,2
amtB,a5,NA
ybaY,a5,2
ybaA,a5,NA
ylaB,a5,2
ylaB,a5,2
tomB,a5,2
acrA,a5,NA
mscK,a5,2
priC,a5,2
apt,a5,2
hemHaes,a5,NA
ybbO,a5,2
ybbP,a5,2
rhsD,a5,NA
allC,a5,NA
ybcF,a5,2
sfmC,a5,NA
insF1,a5,NA
ybcL,a5,2
rzpD,a5,2
ybcY,a5,NA
appY,a5,NA
ompT,a5,NA
envY,a5,NA
nfrA,a5,NA
nfrA,a5,2
hokE,a5,2
ybdR,a5,NA
ybdR,a5,NA
citF,a5,NA
citE,a5,NA
lipB,a5,2
rlpA,a5,NA
mrdA,a5,NA
cobC,a5,NA
leuS,a5,2
ybeQ,a5,NA
ybeQ,a5,NA
djlB,a5,2
ybeU,a5,2
ybeX,a5,NA
ubiF,a5,NA
glnS,a5,NA
ybfG,a5,2
kdpD,a5,NA
ybfD,a5,2
neiabrB,a5,NA
neiabrB,a5,NA
sucB,a5,NA
ybgC,a5,2
galK,a5,2
bioD,a5,NA
moaE,a5,2
ybhM,a5,2
ybhR,a5,2
ybhS,a5,NA
ybhG,a5,NA
ybhGybiH,a5,2
mntS,a5,2
ybiR,a5,2
ybiW,a5,NA
gsiD,a5,NA
yliE,a5,NA
yliIgstB,a5,NA
mdfA,a5,NA
rcdA,a5,2
rimK,a5,2
amiDybjS,a5,2
hcp,a5,2
aqpZ,a5,2
cspD,a5,NA
aat,a5,2
ftsK,a5,NA
lolA,a5,2
rpsA,a5,NA
ycaI,a5,NA
msbA,a5,2
lpxK,a5,2
mukB,a5,NA
ycbK,a5,NA
ompF,a5,NA
zapC,a5,2
zapCycbX,a5,2
yccS,a5,NA
insB1,a5,NA
torS,a5,NA
torA,a5,NA
ymdF,a5,2
rutC,a5,2
rutA,a5,NA
efeU,a5,2
pgaC,a5,NA
pgaB,a5,2
insF1,a5,2
yceO,a5,2
mdtH,a5,NA
flgK,a5,NA
flgK,a5,2
flgK,a5,2
yceF,a5,NA
plsX,a5,NA
fabH,a5,2
fabF,a5,2
pabC,a5,NA
ycfQ,a5,2
mfd,a5,NA
lolE,a5,2
xisE,a5,NA
croE,a5,NA
ymfM,a5,2
ymfRbeeE,a5,2
tfaPtfaE,a5,2
tfaPtfaE,a5,2
ycgX,a5,NA
bluR,a5,NA
ymgC,a5,2
ycgM,a5,NA
cvrA,a5,NA
ycgY,a5,2
dhaK,a5,2
dhaR,a5,NA
dauA,a5,NA
hemA,a5,2
chaA,a5,2
narL,a5,2
narI,a5,NA
rttRtpr,a5,NA
rttR,a5,NA
rttR,a5,NA
rttR,a5,NA
rttR,a5,NA
kch,a5,2
sapCsapB,a5,NA
puuA,a5,NA
pspF,a5,2
ycjU,a5,NA
ycjV,a5,2
ycjG,a5,2
ycjG,a5,2
ycjGmpaA,a5,2
pgrR,a5,NA
intR,a5,NA
sieBydaF,a5,2
ydaG,a5,2
rzpRrzoR,a5,NA
ydaY,a5,NA
insH1,a5,NA
stfR,a5,2
stfR,a5,NA
tynA,a5,NA
paaG,a5,2
paaG,a5,NA
paaG,a5,NA
paaXpaaY,a5,NA
ydbA,a5,2
insD1,a5,NA
ydbA,a5,NA
ynbB,a5,NA
hrpA,a5,NA
cybB,a5,NA
trg,a5,2
opgD,a5,NA
ydcL,a5,2
rhsEydcD,a5,NA
yddK,a5,NA
fdnG,a5,NA
ddpF,a5,NA
ddpC,a5,2
dosC,a5,2
gadB,a5,NA
gadB,a5,NA
gadB,a5,2
gadB,a5,2
lsrK,a5,2
ydeA,a5,2
marA,a5,NA
marB,a5,NA
ydeE,a5,NA
ydeI,a5,2
dcp,a5,NA
ydfG,a5,NA
rzpQ,a5,2
ydfC,a5,2
insD1,a5,NA
rspB,a5,NA
rspA,a5,2
ynfA,a5,2
speG,a5,NA
ynfH,a5,2
dmsD,a5,NA
ynfM,a5,NA
fumC,a5,NA
ydgA,a5,2
malX,a5,NA
rsxC,a5,NA
rsxC,a5,NA
rsxD,a5,2
rsxE,a5,2
anmK,a5,NA
nemR,a5,NA
lhr,a5,2
grxD,a5,NA
mdtK,a5,NA
pykF,a5,NA
pykF,a5,NA
ldtE,a5,2
ldtE,a5,2
sufS,a5,2
sufD,a5,NA
sufB,a5,2
sufA,a5,2
ydiJ,a5,NA
ydiP,a5,NA
ydiS,a5,NA
ppsR,a5,NA
ydiE,a5,2
nlpC,a5,NA
btuC,a5,2
rpmI,a5,2
arpB,a5,2
chbA,a5,2
astE,a5,2
astD,a5,NA
astD,a5,NA
ydjX,a5,2
nudGynjH,a5,2
gapA,a5,2
yeaE,a5,NA
yeaH,a5,NA
yeaJ,a5,2
yoaI,a5,2
yeaLyeaM,a5,NA
yeaM,a5,2
dmlR,a5,2
dmlA,a5,NA
yeaX,a5,2
yoaA,a5,NA
mntP,a5,2
yobB,a5,NA
exoXptrB,a5,NA
lpxM,a5,NA
mepM,a5,NA
znuC,a5,2
yebB,a5,NA
yecN,a5,2
flhA,a5,2
otsA,a5,2
tyrP,a5,NA
dcyD,a5,NA
yedK,a5,NA
yedN,a5,NA
fliE,a5,2
fliH,a5,2
fliN,a5,2
fliP,a5,2
fliQ,a5,2
yedA,a5,2
yedS,a5,NA
yeeJ,a5,2
cbl,a5,NA
insD1,a5,2
yeeE,a5,2
hisL,a5,2
hisC,a5,NA
ugd,a5,NA
wbbKwbbJ,a5,NA
wcaM,a5,2
wcaL,a5,NA
wcaK,a5,NA
wcaG,a5,NA
wcaDwcaC,a5,2
wcaC,a5,NA
asmA,a5,2
asmA,a5,NA
yegI,a5,NA
baeR,a5,2
gatR,a5,2
insF1,a5,NA
gatZ,a5,NA
yegT,a5,2
yegVyegW,a5,2
yegVyegW,a5,2
yehB,a5,2
yehI,a5,2
yehQ,a5,NA
yehU,a5,2
yohC,a5,2
yohF,a5,2
sanA,a5,2
galS,a5,2
fruB,a5,2
yeiP,a5,NA
yeiQ,a5,NA
yejA,a5,2
yejA,a5,2
yejE,a5,2
yejO,a5,2
ccmH,a5,2
rcsD,a5,2
rcsC,a5,2
yfaS,a5,NA
yfaSyfaT,a5,NA
glpQ,a5,2
rhmA,a5,2
arnAarnD,a5,2
menF,a5,NA
pta,a5,2
fabB,a5,NA
yfcO,a5,2
yfcU,a5,2
mlaA,a5,NA
gtrA,a5,NA
tfaSyfdK,a5,2
yfdT,a5,NA
dsdX,a5,2
dsdX,a5,NA
evgS,a5,NA
ypdI,a5,2
ypdI,a5,NA
yfdY,a5,NA
lpxP,a5,NA
yfeO,a5,NA
yfeO,a5,NA
mntH,a5,2
xapR,a5,2
xapR,a5,2
yfeR,a5,2
yfeH,a5,NA
ypeA,a5,2
eutR,a5,NA
eutT,a5,NA
acrD,a5,NA
yffB,a5,2
tmcA,a5,NA
bcp,a5,2
hyfF,a5,NA
focB,a5,NA
hda,a5,2
purM,a5,2
yfgG,a5,2
der,a5,NA
pbpC,a5,NA
pepB,a5,2
yphA,a5,NA
yphB,a5,NA
yphE,a5,NA
glyA,a5,NA
hmp,a5,2
pgpC,a5,2
srmB,a5,NA
pssA,a5,2
yfiMkgtP,a5,NA
raiA,a5,2
yfiN,a5,2
yfjQ,a5,2
yfjR,a5,NA
ypjK,a5,NA
ypjA,a5,NA
ypjA,a5,2
ypjC,a5,2
ygaQ,a5,2
ygaQ,a5,2
ygaQ,a5,NA
ygaQ,a5,2
gabT,a5,NA
csiR,a5,NA
ygaU,a5,NA
yqaE,a5,2
ygaM,a5,2
nrdE,a5,NA
ygaY,a5,NA
luxS,a5,2
mltB,a5,NA
mltB,a5,NA
mltB,a5,NA
srlE,a5,NA
norW,a5,NA
ascB,a5,NA
hycI,a5,NA
hypBhypC,a5,NA
ygbA,a5,NA
mutS,a5,2
mutS,a5,2
pphB,a5,2
iap,a5,2
ygcN,a5,NA
ygcNygcO,a5,2
ygcO,a5,2
ygcE,a5,2
mazF,a5,2
relA,a5,NA
rlmD,a5,2
barA,a5,2
fucI,a5,2
fucK,a5,NA
recB,a5,NA
ppdC,a5,2
ptsP,a5,NA
ptsP,a5,NA
mutH,a5,NA
lysRygeA,a5,NA
kduD,a5,NA
kduI,a5,NA
yqeF,a5,2
ygeI,a5,2
pbl,a5,NA
ygeN,a5,NA
insD1,a5,NA
yqeC,a5,NA
mocA,a5,NA
uacT,a5,2
uacT,a5,NA
recJ,a5,2
fau,a5,2
rpiA,a5,2
argP,a5,2
scpA,a5,2
argO,a5,2
loiP,a5,2
speB,a5,2
speA,a5,2
yggR,a5,NA
yggU,a5,2
yggN,a5,NA
mutY,a5,2
glcC,a5,2
yghQ,a5,2
yghT,a5,2
yghT,a5,2
hybF,a5,2
ygiS,a5,NA
ygiZ,a5,2
cpdA,a5,2
yqiB,a5,2
zupT,a5,NA
insD1,a5,NA
yqiG,a5,NA
yqiI,a5,NA
glnE,a5,2
ttdR,a5,2
aer,a5,2
patA,a5,NA
ygjK,a5,NA
sstT,a5,NA
yhaK,a5,2
yhaO,a5,2
tdcA,a5,NA
yhaC,a5,2
yhaC,a5,NA
garR,a5,NA
yhaV,a5,NA
agaR,a5,2
yraP,a5,NA
yraQ,a5,2
yhbO,a5,NA
yhbQ,a5,2
yhbU,a5,2
yhbW,a5,2
nlpI,a5,2
nlpI,a5,2
truB,a5,NA
yhbX,a5,2
dacB,a5,2
dacB,a5,NA
yrbG,a5,2
ptsN,a5,2
yhcC,a5,2
gltB,a5,NA
yhcF,a5,2
nanT,a5,2
yhcO,a5,2
mreDmreC,a5,2
mreB,a5,NA
dusB,a5,2
fmt,a5,2
yhdN,a5,2
gspD,a5,2
bfr,a5,2
yheV,a5,2
kefB,a5,2
frlD,a5,NA
php,a5,2
php,a5,NA
yhfZ,a5,NA
yhfZ,a5,NA
dam,a5,NA
damX,a5,NA
yhgE,a5,2
envZ,a5,2
bioH,a5,2
gntX,a5,2
malQ,a5,2
rtcA,a5,2
glgA,a5,NA
glgA,a5,2
yhhAugpQ,a5,NA
livJ,a5,2
dcrB,a5,NA
nikA,a5,2
prlC,a5,2
